         86884 function calls (83281 primitive calls) in 32.940 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 six.py:180(__get_module)
        2    0.000    0.000    0.000    0.000 six.py:186(load_module)
        1    0.000    0.000    0.000    0.000 six.py:220(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:304(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:343(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:362(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:411(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:431(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:448(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:527(Iterator)
        2    0.000    0.000    0.000    0.000 six.py:564(iteritems)
        1    0.000    0.000    0.000    0.000 six.py:58(X)
        1    0.000    0.000    0.000    0.000 six.py:59(__len__)
        1    0.000    0.000    0.000    0.000 six.py:628(exec_)
        8    0.000    0.000    0.000    0.000 six.py:72(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:725(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:727(wrapper)
        5    0.000    0.000    0.000    0.000 six.py:77(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:83(_LazyDescr)
      125    0.000    0.000    0.000    0.000 six.py:85(__init__)
        4    0.000    0.000    0.000    0.000 six.py:88(__get__)
        1    0.000    0.000    0.000    0.000 six.py:96(MovedModule)
       44    0.000    0.000    0.000    0.000 six.py:98(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:164(_closedsocket)
        1    0.001    0.001    0.001    0.001 socket.py:176(_socketobject)
        2    0.000    0.000    0.000    0.000 socket.py:182(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:189(close)
        1    0.000    0.000    0.000    0.000 socket.py:232(_fileobject)
        1    0.004    0.004    0.004    0.004 socket.py:44(<module>)
      263    0.001    0.000    0.010    0.000 sre_compile.py:184(_compile_charset)
      263    0.006    0.000    0.009    0.000 sre_compile.py:213(_optimize_charset)
      793    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
       53    0.003    0.000    0.003    0.000 sre_compile.py:264(_mk_bitmap)
      286    0.000    0.000    0.001    0.000 sre_compile.py:360(_simple)
       73    0.001    0.000    0.005    0.000 sre_compile.py:367(_compile_info)
   742/73    0.006    0.000    0.018    0.000 sre_compile.py:38(_compile)
      143    0.000    0.000    0.000    0.000 sre_compile.py:480(isstring)
       73    0.000    0.000    0.024    0.000 sre_compile.py:486(_code)
       73    0.000    0.000    0.045    0.001 sre_compile.py:501(compile)
       28    0.000    0.000    0.000    0.000 sre_compile.py:57(fixup)
     1434    0.001    0.000    0.001    0.000 sre_parse.py:132(__len__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:134(__delitem__)
     3085    0.002    0.000    0.003    0.000 sre_parse.py:136(__getitem__)
      292    0.000    0.000    0.000    0.000 sre_parse.py:140(__setitem__)
     1075    0.001    0.000    0.001    0.000 sre_parse.py:144(append)
 1021/361    0.003    0.000    0.004    0.000 sre_parse.py:146(getwidth)
       84    0.000    0.000    0.000    0.000 sre_parse.py:184(__init__)
     4465    0.004    0.000    0.005    0.000 sre_parse.py:188(__next)
     2019    0.001    0.000    0.002    0.000 sre_parse.py:201(match)
     3724    0.002    0.000    0.006    0.000 sre_parse.py:207(get)
        6    0.000    0.000    0.000    0.000 sre_parse.py:211(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:213(seek)
      180    0.000    0.000    0.000    0.000 sre_parse.py:216(isident)
       34    0.000    0.000    0.000    0.000 sre_parse.py:222(isname)
       87    0.000    0.000    0.000    0.000 sre_parse.py:231(_class_escape)
      234    0.000    0.000    0.000    0.000 sre_parse.py:263(_escape)
   254/84    0.001    0.000    0.021    0.000 sre_parse.py:307(_parse_sub)
   389/86    0.008    0.000    0.021    0.000 sre_parse.py:385(_parse)
    84/83    0.000    0.000    0.022    0.000 sre_parse.py:669(parse)
       87    0.000    0.000    0.000    0.000 sre_parse.py:73(__init__)
      126    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
      126    0.000    0.000    0.000    0.000 sre_parse.py:89(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:91(checkgroup)
      757    0.001    0.000    0.001    0.000 sre_parse.py:96(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:83(SSLSocket)
        6    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        6    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 string.py:220(lower)
        2    0.000    0.000    0.000    0.000 string.py:351(find)
       23    0.000    0.000    0.000    0.000 string.py:364(rfind)
        1    0.000    0.000    0.000    0.000 subprocess.py:1050(_get_handles)
        1    0.000    0.000    0.000    0.000 subprocess.py:1095(_set_cloexec_flag)
        1    0.000    0.000    0.007    0.007 subprocess.py:1110(_execute_child)
        1    0.000    0.000    0.000    0.000 subprocess.py:1251(_internal_poll)
        1    0.000    0.000   32.702   32.702 subprocess.py:1271(wait)
        1    0.001    0.001    0.002    0.002 subprocess.py:377(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:391(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:444(_cleanup)
        2    0.000    0.000   32.709   16.354 subprocess.py:459(_eintr_retry_call)
        1    0.000    0.000   32.710   32.710 subprocess.py:469(call)
        1    0.000    0.000    0.000    0.000 subprocess.py:579(Popen)
        1    0.000    0.000    0.007    0.007 subprocess.py:580(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:672(__del__)
        1    0.000    0.000    0.002    0.002 tbtools.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tbtools.py:171(Line)
        1    0.000    0.000    0.000    0.000 tbtools.py:198(Traceback)
        1    0.000    0.000    0.000    0.000 tbtools.py:365(Frame)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.001    0.001 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:357(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:483(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 templating.py:10(<module>)
        1    0.000    0.000    0.000    0.000 templating.py:36(Environment)
        1    0.000    0.000    0.000    0.000 templating.py:49(DispatchingJinjaLoader)
        1    0.000    0.000    0.000    0.000 tests.py:10(<module>)
        2    0.000    0.000    0.002    0.001 thread.py:102(submit)
        2    0.000    0.000    0.002    0.001 thread.py:115(_adjust_thread_count)
        1    0.000    0.000    0.001    0.001 thread.py:4(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:49(_WorkItem)
        2    0.000    0.000    0.000    0.000 thread.py:50(__init__)
        1    0.000    0.000    0.000    0.000 thread.py:88(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 thread.py:89(__init__)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
       17    0.000    0.000    0.000    0.000 threading.py:101(__init__)
       32    0.000    0.000    0.000    0.000 threading.py:116(acquire)
       32    0.000    0.000    0.000    0.000 threading.py:136(release)
       16    0.000    0.000    0.000    0.000 threading.py:149(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:154(_acquire_restore)
        1    0.000    0.000    0.000    0.000 threading.py:162(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:172(_is_owned)
       23    0.000    0.000    0.000    0.000 threading.py:176(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:179(_Condition)
       23    0.000    0.000    0.000    0.000 threading.py:181(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:206(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:209(__exit__)
        9    0.000    0.000    0.000    0.000 threading.py:215(_release_save)
        9    0.000    0.000    0.000    0.000 threading.py:218(_acquire_restore)
       12    0.000    0.000    0.000    0.000 threading.py:221(_is_owned)
       10    0.000    0.000    0.041    0.004 threading.py:230(wait)
        3    0.000    0.000    0.000    0.000 threading.py:272(notify)
        1    0.000    0.000    0.000    0.000 threading.py:290(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:299(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:347(_BoundedSemaphore)
       10    0.000    0.000    0.000    0.000 threading.py:359(Event)
        1    0.000    0.000    0.000    0.000 threading.py:362(_Event)
       10    0.000    0.000    0.000    0.000 threading.py:366(__init__)
       12    0.000    0.000    0.000    0.000 threading.py:371(isSet)
        1    0.000    0.000    0.000    0.000 threading.py:376(set)
        9    0.000    0.000    0.035    0.004 threading.py:391(wait)
        2    0.000    0.000    0.000    0.000 threading.py:401(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:414(Thread)
        5    0.000    0.000    0.000    0.000 threading.py:426(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:446(_set_daemon)
        4    0.000    0.000    0.002    0.001 threading.py:463(start)
        1    0.000    0.000    0.000    0.000 threading.py:510(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
       55    0.000    0.000    0.000    0.000 threading.py:59(__init__)
       83    0.000    0.000    0.000    0.000 threading.py:64(_note)
        2    0.000    0.000    0.000    0.000 threading.py:662(name)
        4    0.000    0.000    0.000    0.000 threading.py:683(daemon)
        4    0.000    0.000    0.000    0.000 threading.py:688(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:713(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:742(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:744(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:752(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:783(_DummyThread)
        6    0.000    0.000    0.000    0.000 threading.py:808(currentThread)
       17    0.000    0.000    0.000    0.000 threading.py:96(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:99(_RLock)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.015    0.015 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:109(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 urllib.py:115(URLopener)
      485    0.000    0.000    0.000    0.000 urllib.py:1180(<genexpr>)
        1    0.000    0.000    0.003    0.003 urllib.py:23(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:615(FancyURLopener)
        1    0.000    0.000    0.000    0.000 urllib.py:857(ftpwrapper)
        1    0.000    0.000    0.000    0.000 urllib.py:935(addbase)
        1    0.000    0.000    0.000    0.000 urllib.py:964(addclosehook)
        1    0.000    0.000    0.000    0.000 urllib.py:979(addinfo)
        1    0.000    0.000    0.000    0.000 urllib.py:989(addinfourl)
        1    0.000    0.000    0.000    0.000 urllib2.py:1055(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1073(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1085(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1187(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1195(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1202(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:1220(UnknownHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1278(FileHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1330(FTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:136(URLError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1389(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:149(HTTPError)
        1    0.000    0.000    0.000    0.000 urllib2.py:187(Request)
        1    0.000    0.000    0.000    0.000 urllib2.py:297(OpenerDirector)
        1    0.000    0.000    0.000    0.000 urllib2.py:480(BaseHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:499(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:516(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:520(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:697(ProxyHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:742(HTTPPasswordMgr)
        1    0.001    0.001    0.002    0.002 urllib2.py:76(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:806(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.001    0.001 urllib2.py:816(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:873(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:885(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:915(AbstractDigestAuthHandler)
        1    0.001    0.001    0.001    0.001 urlparse.py:110(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:118(ParseResult)
        1    0.000    0.000    0.003    0.003 urlparse.py:26(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:306(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlparse.py:67(ResultMixin)
        1    0.000    0.000    0.002    0.002 urls.py:10(<module>)
        1    0.000    0.000    0.000    0.000 urls.py:211(URL)
        1    0.000    0.000    0.000    0.000 urls.py:255(BytesURL)
      485    0.000    0.000    0.001    0.000 urls.py:30(<genexpr>)
        1    0.000    0.000    0.000    0.000 urls.py:39(_URLMixin)
        1    0.000    0.000    0.000    0.000 urls.py:830(Href)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:144(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:144(_IterationGuard)
        1    0.000    0.000    0.000    0.000 util.py:169(WeakSet)
        1    0.000    0.000    0.000    0.000 util.py:170(__init__)
        2    0.000    0.000    0.039    0.020 util.py:184(_findSoname_ldconfig)
        2    0.000    0.000    0.039    0.020 util.py:208(find_library)
        1    0.000    0.000    0.000    0.000 util.py:213(add)
        1    0.000    0.000    0.000    0.000 util.py:280(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:287(ForkAwareLocal)
        1    0.000    0.000    0.001    0.001 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 util.py:9(<module>)
        1    0.000    0.000    0.003    0.003 utils.py:10(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:103(header_property)
        1    0.000    0.000    0.000    0.000 utils.py:110(HTMLBuilder)
        1    0.000    0.000    0.002    0.002 utils.py:12(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:151(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:294(LRUCache)
        2    0.000    0.000    0.000    0.000 utils.py:301(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:307(_postinit)
        1    0.000    0.000    0.000    0.000 utils.py:35(cached_property)
        1    0.000    0.000    0.000    0.000 utils.py:479(Cycler)
        1    0.001    0.001    0.006    0.006 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:505(Joiner)
        1    0.000    0.000    0.000    0.000 utils.py:547(ArgumentValidationError)
        1    0.000    0.000    0.000    0.000 utils.py:561(ImportStringError)
       36    0.000    0.000    0.000    0.000 utils.py:60(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:76(environ_property)
       16    0.000    0.000    0.000    0.000 utils.py:79(internalcode)
        4    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:180(__cmp__)
        3    0.000    0.000    0.000    0.000 uuid.py:185(__hash__)
        1    0.000    0.000    0.043    0.043 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 visitor.py:10(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:14(NodeVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:47(NodeTransformer)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        3    0.000    0.000    0.000    0.000 warnings.py:324(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:345(__enter__)
        3    0.000    0.000    0.000    0.000 warnings.py:361(__exit__)
        1    0.000    0.000    0.000    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 weakref.py:198(KeyedRef)
        1    0.000    0.000    0.000    0.000 weakref.py:219(WeakKeyDictionary)
        3    0.000    0.000    0.000    0.000 weakref.py:230(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:248(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:33(WeakValueDictionary)
        3    0.000    0.000    0.000    0.000 weakref.py:45(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:6(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:10(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1211(AcceptMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1254(ETagRequestMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1316(UserAgentMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1329(AuthorizationMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1342(StreamOnlyMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1355(ETagResponseMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1480(ResponseStream)
        1    0.000    0.000    0.000    0.000 wrappers.py:1519(ResponseStreamMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1531(CommonRequestDescriptorsMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1619(CommonResponseDescriptorsMixin)
        3    0.000    0.000    0.000    0.000 wrappers.py:1726(_set_property)
        1    0.000    0.000    0.000    0.000 wrappers.py:175(Response)
        1    0.000    0.000    0.000    0.000 wrappers.py:1764(WWWAuthenticateMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1779(Request)
        1    0.000    0.000    0.000    0.000 wrappers.py:1792(PlainRequest)
        1    0.000    0.000    0.000    0.000 wrappers.py:1799(Response)
        1    0.001    0.001    0.020    0.020 wrappers.py:22(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:30(Request)
        1    0.000    0.000    0.000    0.000 wrappers.py:635(BaseResponse)
        1    0.000    0.000    0.000    0.000 wrappers.py:88(BaseRequest)
        1    0.000    0.000    0.000    0.000 wsgi.py:10(<module>)
        1    0.000    0.000    0.000    0.000 wsgi.py:425(SharedDataMiddleware)
        1    0.000    0.000    0.000    0.000 wsgi.py:619(DispatcherMiddleware)
        1    0.000    0.000    0.000    0.000 wsgi.py:651(ClosingIterator)
        1    0.000    0.000    0.000    0.000 wsgi.py:717(FileWrapper)
        1    0.000    0.000    0.000    0.000 wsgi.py:896(LimitedStream)
     10/8    0.000    0.000    0.043    0.005 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        3    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       41    0.000    0.000    0.000    0.000 {_json.scanstring}
        1    0.000    0.000    0.000    0.000 {_socket.getaddrinfo}
       73    0.000    0.000    0.000    0.000 {_sre.compile}
       69    0.000    0.000    0.000    0.000 {_sre.getlower}
       20    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        4    0.000    0.000    0.000    0.000 {_weakref.proxy}
        3    0.000    0.000    0.000    0.000 {abs}
       56    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
       21    0.000    0.000    0.000    0.000 {binascii.hexlify}
       22    0.000    0.000    0.000    0.000 {built-in method __enter__}
      180    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x39151782c0}
       99    0.019    0.000    0.019    0.000 {built-in method acquire}
      638    0.000    0.000    0.000    0.000 {built-in method end}
        2    0.000    0.000    0.000    0.000 {built-in method groupdict}
      352    0.000    0.000    0.000    0.000 {built-in method group}
      630    0.000    0.000    0.000    0.000 {built-in method match}
       59    0.000    0.000    0.000    0.000 {built-in method release}
      337    0.000    0.000    0.000    0.000 {built-in method scanner}
        2    0.033    0.016    0.033    0.016 {built-in method search}
       82    0.000    0.000    0.000    0.000 {built-in method span}
        2    0.000    0.000    0.000    0.000 {cPickle.dumps}
        1    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
     2061    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 {compile}
        4    0.000    0.000    0.000    0.000 {delattr}
        4    0.000    0.000    0.000    0.000 {dir}
        1    0.001    0.001   32.941   32.941 {execfile}
        2    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 {function seed at 0x12075f0}
        1    0.000    0.000    0.000    0.000 {gc.disable}
        1    0.000    0.000    0.000    0.000 {gc.enable}
        1    0.000    0.000    0.000    0.000 {gc.isenabled}
     1181    0.000    0.000    0.000    0.000 {getattr}
       11    0.000    0.000    0.000    0.000 {globals}
      470    0.000    0.000    0.000    0.000 {hasattr}
      524    0.000    0.000    0.000    0.000 {hash}
        1    0.000    0.000    0.000    0.000 {id}
       49    0.000    0.000    0.000    0.000 {intern}
     3728    0.001    0.000    0.002    0.000 {isinstance}
   113/87    0.000    0.000    0.000    0.000 {issubclass}
        3    0.000    0.000    0.000    0.000 {iter}
17012/15606    0.002    0.000    0.003    0.000 {len}
       28    0.000    0.000    0.000    0.000 {locals}
       15    0.000    0.000    0.014    0.001 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
      202    0.000    0.000    0.000    0.000 {max}
       56    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       23    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        9    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      178    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
    11049    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       20    0.000    0.000    0.000    0.000 {method 'close' of '_bytesio._BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dictproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'difference' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      647    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
       22    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'endswith' of 'unicode' objects}
       10    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      334    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'flush' of 'file' objects}
       32    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     1697    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {method 'getvalue' of '_bytesio._BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      401    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      154    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
  167/115    0.000    0.000    0.001    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'join' of 'unicode' objects}
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dictproxy' objects}
       23    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       52    0.000    0.000    0.000    0.000 {method 'pack' of 'Struct' objects}
       37    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       44    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.004    0.002    0.004    0.002 {method 'read' of 'file' objects}
      126    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       34    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'rsplit' of 'unicode' objects}
        4    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'send' of 'cassandra.io.libevwrapper.Async' objects}
        1    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
      259    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       24    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'start' of 'cassandra.io.libevwrapper.Async' objects}
        1    0.000    0.000    0.000    0.000 {method 'start' of 'cassandra.io.libevwrapper.Prepare' objects}
      318    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      252    0.000    0.000    0.000    0.000 {method 'startswith' of 'unicode' objects}
